months_as_customer,age,policy_number,policy_state,policy_deductable,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,auto_make,auto_model,auto_year,total_claim_amount
339,48,290971,OH,500,1698.51,MALE,JD,other-service,dancing,unmarried,10/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,18,3,Volkswagen,Jetta,2001,51840
160,33,180286,IL,1000,1422.78,FEMALE,High School,exec-managerial,exercise,husband,20/01/2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,17,3,Nissan,Pathfinder,2006,52800
224,42,662088,OH,500,1212.75,FEMALE,College,prof-specialty,kayaking,own-child,27/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,11,1,Honda,Civic,1998,55200
194,34,884365,IN,1000,1423.34,MALE,Associate,sales,camping,not-in-family,21/01/2015,Vehicle Theft,?,Minor Damage,None,0,1,Chevrolet,Malibu,2003,9100
385,51,178081,IN,1000,976.37,FEMALE,MD,craft-repair,reading,husband,18/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,14,3,Suburu,Legacy,2007,67600
100,33,507452,OH,500,1124.59,MALE,College,adm-clerical,golf,not-in-family,26/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,4,1,BMW,X5,2004,40800
371,50,990624,IN,1000,1569.33,MALE,PhD,machine-op-inspct,board-games,not-in-family,29/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,2,3,Volkswagen,Passat,2011,84500
175,39,892148,IN,500,1359.36,MALE,PhD,exec-managerial,hiking,husband,08/02/2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,9,3,Toyota,Highlander,2012,71610
373,55,398683,IN,500,1607.36,MALE,MD,sales,yachting,own-child,19/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,21,4,Dodge,RAM,2007,60600
258,41,605100,IL,500,1042.25,MALE,Masters,exec-managerial,reading,unmarried,08/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,0,3,Mercedes,C300,2008,81240
255,39,143109,OH,500,1453.95,FEMALE,PhD,armed-forces,bungie-jumping,not-in-family,07/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,Audi,A3,2010,29300
37,31,230223,IL,500,1969.63,FEMALE,MD,sales,skydiving,own-child,13/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,21,3,Dodge,RAM,1995,76450
322,44,769602,IL,1000,1156.19,FEMALE,College,machine-op-inspct,cross-fit,husband,15/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,20,3,Jeep,Wrangler,2010,49400
204,38,420815,IL,2000,1124.47,FEMALE,MD,tech-support,kayaking,wife,14/02/2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,5,1,Ford,F150,2003,90530
76,31,973546,OH,500,1493.5,FEMALE,Associate,priv-house-serv,movies,not-in-family,31/01/2015,Vehicle Theft,?,Minor Damage,Police,7,1,Mercedes,E400,1995,8030
193,40,608039,IL,500,1155.38,FEMALE,PhD,handlers-cleaners,movies,not-in-family,28/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,6,1,Accura,TL,2001,63900
405,55,250162,IL,500,878.19,MALE,PhD,machine-op-inspct,golf,unmarried,01/03/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,2,4,Chevrolet,Tahoe,1997,38640
435,58,786432,IN,2000,1145.85,MALE,JD,sales,movies,not-in-family,10/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,19,3,Mercedes,E400,2004,41490
54,35,445195,IN,500,1261.28,FEMALE,MD,protective-serv,hiking,unmarried,25/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,21,3,Nissan,Maxima,2012,79090
144,35,938634,IL,500,1427.46,MALE,High School,machine-op-inspct,cross-fit,wife,30/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,3,3,Dodge,Neon,1995,87900
92,32,482495,IL,500,1592.41,MALE,Masters,prof-specialty,yachting,husband,06/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,Jeep,Wrangler,1996,53400
173,36,796005,OH,1000,1274.63,MALE,College,machine-op-inspct,basketball,unmarried,08/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,Fire,22,1,Accura,MDX,1995,52030
436,60,910604,IN,500,1362.31,MALE,High School,prof-specialty,bungie-jumping,wife,13/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,16,1,Saab,93,2005,82060
155,35,327488,OH,1000,919.37,FEMALE,Associate,protective-serv,hiking,not-in-family,18/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,0,1,Nissan,Maxima,1997,48360
78,31,715202,OH,1000,1377.23,FEMALE,Masters,armed-forces,kayaking,unmarried,01/03/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,1,3,Nissan,Maxima,1997,52290
440,57,648852,IL,1000,995.55,MALE,College,protective-serv,paintball,wife,02/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,19,3,Jeep,Wrangler,2007,68200
264,43,516959,IL,500,1508.12,MALE,PhD,craft-repair,basketball,wife,20/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,0,3,Jeep,Wrangler,2015,60750
66,30,984456,IN,500,484.67,FEMALE,College,adm-clerical,paintball,wife,24/01/2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,2,3,Volkswagen,Passat,2015,65560
366,50,801331,IN,1000,1561.41,FEMALE,High School,handlers-cleaners,basketball,husband,04/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,5,3,Mercedes,C300,2012,70290
188,37,786103,OH,500,1457.21,FEMALE,JD,adm-clerical,hiking,own-child,17/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,6,1,Suburu,Forrestor,2003,45000
224,39,684193,IL,1000,1128.71,FEMALE,JD,prof-specialty,sleeping,other-relative,04/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,21,3,Suburu,Impreza,2007,61800
253,46,247505,IL,500,1358.2,FEMALE,MD,transport-moving,movies,husband,14/02/2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,11,3,Jeep,Wrangler,2001,64570
446,61,259792,IL,1000,1232.79,FEMALE,High School,adm-clerical,reading,unmarried,07/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,3,1,Suburu,Forrestor,2007,70500
169,37,185124,IL,1000,936.19,MALE,JD,armed-forces,movies,other-relative,02/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,4,3,Audi,A5,2005,57900
255,46,760700,IL,500,1302.34,FEMALE,JD,prof-specialty,video-games,own-child,12/01/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,2,3,Volkswagen,Jetta,2011,57860
209,39,362407,IN,500,1264.99,MALE,PhD,transport-moving,polo,husband,01/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,22,1,Chevrolet,Silverado,1995,37800
210,37,389525,OH,500,1467.76,FEMALE,MD,tech-support,hiking,own-child,22/02/2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,8,1,Toyota,Highlander,2000,63300
174,33,179538,IN,2000,1124.43,FEMALE,College,farming-fishing,paintball,own-child,16/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,14,3,Saab,93,1995,44200
70,28,265437,IL,1000,1319.81,MALE,High School,machine-op-inspct,yachting,husband,28/01/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,14,4,Toyota,Camry,2006,31680
89,32,266247,IN,2000,1482.53,FEMALE,MD,tech-support,kayaking,not-in-family,23/01/2015,Parked Car,?,Trivial Damage,Police,5,1,Audi,A3,2002,100
458,61,921851,IN,1000,1328.18,FEMALE,High School,protective-serv,bungie-jumping,other-relative,25/02/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,Volkswagen,Passat,2003,56340
239,40,488724,IN,500,1463.95,FEMALE,JD,sales,skydiving,own-child,11/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,20,3,Dodge,Neon,2003,69740
161,38,192524,IL,2000,1133.85,MALE,PhD,priv-house-serv,exercise,not-in-family,03/01/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,0,3,Volkswagen,Jetta,2003,60480
446,61,338070,IN,1000,1037.32,FEMALE,High School,tech-support,skydiving,wife,30/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,1,3,Nissan,Ultima,2005,80880
476,61,865607,IN,1000,1562.8,FEMALE,Masters,handlers-cleaners,dancing,not-in-family,18/01/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,10,1,Suburu,Legacy,2009,49390
70,29,963285,IN,1000,1425.79,FEMALE,MD,armed-forces,video-games,other-relative,04/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,12,1,Dodge,RAM,2009,69360
233,41,728491,OH,2000,1615.14,FEMALE,Associate,tech-support,board-games,other-relative,20/01/2015,Vehicle Theft,?,Minor Damage,None,6,1,Chevrolet,Malibu,2011,3740
122,33,553436,IL,500,1236.5,MALE,PhD,other-service,bungie-jumping,husband,12/02/2015,Parked Car,?,Trivial Damage,None,1,1,Nissan,Ultima,2003,5060
335,48,440616,IL,2000,1017.97,FEMALE,MD,machine-op-inspct,chess,wife,19/02/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,21,3,BMW,X5,2005,35860
257,40,463237,IN,2000,1306,MALE,Associate,machine-op-inspct,cross-fit,husband,21/02/2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,Ford,Fusion,2008,50050
85,27,753452,IL,2000,1174.14,MALE,College,priv-house-serv,dancing,unmarried,02/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,14,4,Toyota,Camry,2012,59070
133,30,920554,IN,1000,1231.01,MALE,College,adm-clerical,board-games,husband,01/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,19,3,Dodge,Neon,2007,28440
119,34,594783,IL,500,1299.18,FEMALE,College,tech-support,hiking,wife,08/01/2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,7,1,Honda,Civic,1998,45540
169,34,725330,IN,500,1469.75,FEMALE,JD,sales,reading,not-in-family,16/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,0,1,Volkswagen,Passat,2012,38700
225,39,607259,OH,500,1390.72,MALE,Masters,tech-support,paintball,other-relative,20/02/2015,Parked Car,?,Trivial Damage,None,6,1,Nissan,Pathfinder,2011,5830
84,32,979336,IL,500,1694.09,FEMALE,Associate,prof-specialty,cross-fit,husband,30/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,0,1,BMW,X6,1995,57240
169,39,865201,OH,2000,1140.15,MALE,High School,armed-forces,exercise,husband,19/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,9,3,Suburu,Legacy,2015,46200
124,32,140977,IN,1000,1310.71,FEMALE,Masters,farming-fishing,kayaking,wife,25/02/2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,23,1,Toyota,Camry,2003,57700
320,48,787351,IL,2000,1730.49,MALE,College,transport-moving,hiking,not-in-family,24/01/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,13,3,Saab,95,1995,56160
297,47,272330,IN,500,1616.65,MALE,MD,adm-clerical,movies,unmarried,16/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,0,3,Jeep,Grand Cherokee,1999,44400
421,56,728025,IN,500,1935.85,MALE,Masters,machine-op-inspct,reading,own-child,12/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,7,1,Mercedes,E400,2004,92730
136,33,804608,OH,1000,855.14,FEMALE,PhD,craft-repair,paintball,not-in-family,04/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,23,1,Toyota,Corolla,2015,30700
46,24,718829,OH,2000,1568.47,FEMALE,High School,armed-forces,yachting,unmarried,02/02/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,7,1,Toyota,Camry,1999,56600
34,24,482404,IN,2000,1550.53,FEMALE,MD,armed-forces,dancing,own-child,01/02/2015,Parked Car,?,Trivial Damage,None,20,1,Audi,A3,1998,3960
95,30,331170,IL,2000,1370.92,MALE,College,transport-moving,video-games,unmarried,14/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,22,1,Accura,MDX,1999,34800
140,36,753056,IN,500,1363.59,FEMALE,JD,armed-forces,kayaking,not-in-family,08/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,10,3,Chevrolet,Tahoe,2000,79500
200,34,910365,IN,1000,828.42,FEMALE,College,prof-specialty,basketball,other-relative,22/01/2015,Single Vehicle Collision,Front Collision,Total Loss,Police,10,1,Chevrolet,Malibu,2009,56000
123,29,379268,IN,500,1209.63,FEMALE,Masters,machine-op-inspct,chess,not-in-family,14/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,17,1,Volkswagen,Jetta,2014,73260
267,46,362843,OH,2000,1111.17,MALE,MD,craft-repair,base-jumping,unmarried,03/02/2015,Parked Car,?,Trivial Damage,None,3,1,Toyota,Camry,1995,4950
290,42,135400,IN,500,989.97,MALE,Masters,machine-op-inspct,kayaking,own-child,20/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,10,1,Saab,95,2013,48000
45,37,798579,IN,1000,1114.23,MALE,College,prof-specialty,dancing,wife,01/01/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,1,1,Nissan,Pathfinder,2005,52200
186,38,250833,IN,2000,1347.31,FEMALE,JD,protective-serv,dancing,unmarried,02/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,1,3,Audi,A3,1995,73800
135,34,824116,IL,2000,1687.53,FEMALE,JD,protective-serv,base-jumping,other-relative,23/01/2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,7,1,Audi,A3,2009,78200
110,33,322613,IN,1000,1183.48,MALE,Associate,other-service,bungie-jumping,husband,26/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,19,1,Saab,93,2015,55200
259,43,871305,IL,2000,1537.13,FEMALE,PhD,handlers-cleaners,kayaking,own-child,02/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,3,3,Ford,Fusion,2012,57060
114,30,488037,OH,1000,1173.25,FEMALE,Masters,protective-serv,dancing,husband,25/02/2015,Vehicle Theft,?,Minor Damage,None,3,1,Chevrolet,Malibu,2013,4680
404,56,485813,IN,1000,1361.16,FEMALE,Masters,transport-moving,cross-fit,not-in-family,15/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,23,1,Accura,MDX,2005,53100
282,48,886473,OH,2000,1422.56,FEMALE,MD,prof-specialty,video-games,husband,09/02/2015,Vehicle Theft,?,Minor Damage,None,7,1,Accura,MDX,2013,3520
57,25,907113,IL,2000,1143.06,FEMALE,Masters,tech-support,dancing,own-child,16/01/2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,Nissan,Maxima,2010,72900
215,38,833321,IN,500,1405.71,FEMALE,PhD,craft-repair,camping,unmarried,01/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,10,1,Volkswagen,Passat,2008,70700
140,30,521592,IL,500,1354.2,FEMALE,College,adm-clerical,bungie-jumping,wife,10/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,4,4,Nissan,Pathfinder,2006,60170
250,42,254837,IN,500,1055.6,MALE,High School,exec-managerial,paintball,husband,03/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,Ford,Fusion,2009,74800
286,41,634499,IL,1000,999.43,MALE,College,prof-specialty,paintball,wife,01/01/2015,Vehicle Theft,?,Trivial Damage,Police,3,1,Chevrolet,Malibu,2009,4100
356,47,574707,IN,2000,1155.97,MALE,High School,prof-specialty,camping,husband,23/02/2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,5,1,Dodge,RAM,2009,61490
65,29,476839,IL,1000,1726.91,MALE,High School,other-service,basketball,own-child,28/01/2015,Vehicle Theft,?,Trivial Damage,None,14,1,Audi,A5,1999,7200
187,34,149601,IN,500,1232.57,FEMALE,PhD,machine-op-inspct,polo,not-in-family,22/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,7,3,Nissan,Pathfinder,2011,45100
386,53,630683,OH,500,1078.65,MALE,JD,craft-repair,camping,not-in-family,03/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,16,1,Honda,Civic,2006,66660
197,41,500639,OH,1000,1324.78,FEMALE,PhD,prof-specialty,basketball,not-in-family,10/01/2015,Single Vehicle Collision,Front Collision,Major Damage,Police,6,1,Volkswagen,Jetta,1997,76400
166,37,352120,IN,500,1518.54,FEMALE,MD,craft-repair,kayaking,not-in-family,25/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,10,1,Ford,F150,2001,58300
293,49,569245,IL,2000,1239.06,FEMALE,JD,transport-moving,skydiving,husband,10/01/2015,Single Vehicle Collision,Front Collision,Total Loss,Police,19,1,Volkswagen,Passat,2002,57310
179,32,907012,OH,2000,1246.68,FEMALE,PhD,priv-house-serv,movies,own-child,28/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,10,1,Suburu,Impreza,2006,53100
76,24,700074,OH,1000,1622.67,FEMALE,MD,priv-house-serv,paintball,husband,18/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,6,3,Suburu,Forrestor,1997,74700
105,28,866805,OH,500,1082.36,FEMALE,Associate,prof-specialty,golf,own-child,24/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,12,3,Audi,A5,1995,60500
97,26,951863,OH,1000,1270.55,MALE,Masters,protective-serv,chess,unmarried,20/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,10,3,Jeep,Wrangler,2006,84920
148,36,211578,IL,1000,1236.32,FEMALE,MD,adm-clerical,hiking,own-child,10/01/2015,Single Vehicle Collision,Side Collision,Total Loss,Police,0,1,Dodge,Neon,2009,61050
77,26,357394,IL,2000,785.82,MALE,JD,exec-managerial,movies,other-relative,07/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,12,3,Audi,A5,2009,69080
295,46,863749,IN,500,1265.84,FEMALE,JD,prof-specialty,paintball,own-child,16/01/2015,Vehicle Theft,?,Minor Damage,None,10,1,Nissan,Pathfinder,2007,4560
126,28,596914,IN,500,1508.9,FEMALE,JD,machine-op-inspct,skydiving,other-relative,01/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,3,4,Ford,F150,2011,67800
132,32,684653,OH,2000,1106.84,MALE,PhD,other-service,reading,wife,07/01/2015,Vehicle Theft,?,Minor Damage,Police,21,1,Suburu,Legacy,2005,5600
370,55,528259,IN,2000,1389.13,MALE,JD,other-service,basketball,wife,17/02/2015,Vehicle Theft,?,Minor Damage,None,6,1,Mercedes,ML350,2015,9000
257,43,797636,IN,1000,974.84,FEMALE,JD,transport-moving,kayaking,other-relative,26/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,0,1,Nissan,Pathfinder,2006,85320
9,24,326180,IL,2000,1304.46,FEMALE,PhD,machine-op-inspct,golf,other-relative,31/01/2015,Vehicle Theft,?,Trivial Damage,None,6,1,Audi,A5,2001,5940
185,34,620075,OH,500,1257.36,FEMALE,PhD,armed-forces,movies,husband,27/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,20,3,BMW,M5,2000,51370
234,43,965187,OH,500,1257.04,MALE,Associate,protective-serv,reading,own-child,01/03/2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,4,1,Dodge,Neon,2011,51600
253,44,516182,OH,2000,719.52,FEMALE,High School,farming-fishing,golf,own-child,13/02/2015,Parked Car,?,Trivial Damage,None,9,1,Chevrolet,Malibu,1998,5400
233,39,728839,OH,2000,1524.18,MALE,JD,craft-repair,reading,unmarried,08/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,20,3,Saab,95,1999,48870
274,44,771509,IN,500,1395.58,FEMALE,JD,tech-support,reading,husband,05/02/2015,Vehicle Theft,?,Minor Damage,Police,7,1,BMW,X5,2000,5590
297,48,264221,IL,1000,1243.68,MALE,Masters,protective-serv,camping,wife,20/02/2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,18,3,Toyota,Corolla,2002,54960
273,47,602704,OH,1000,1189.04,FEMALE,Associate,prof-specialty,video-games,own-child,24/01/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,0,3,Jeep,Wrangler,2014,39800
147,37,672416,IN,2000,1375.29,FEMALE,Masters,armed-forces,chess,own-child,31/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,11,3,Ford,Fusion,2015,56160
285,42,545506,IN,500,1389.13,MALE,Associate,priv-house-serv,golf,not-in-family,23/01/2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,Toyota,Corolla,2005,52700
289,43,777533,OH,1000,1387.51,FEMALE,Associate,sales,base-jumping,not-in-family,11/01/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,19,3,Jeep,Wrangler,2010,68580
427,60,953334,IN,1000,1178.61,MALE,MD,craft-repair,board-games,own-child,20/02/2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,23,1,Volkswagen,Jetta,2004,90860
380,53,369781,IL,2000,1166.62,MALE,Associate,priv-house-serv,bungie-jumping,wife,24/02/2015,Parked Car,?,Trivial Damage,Police,23,1,Saab,93,2001,5700
13,21,990998,IN,1000,1556.31,MALE,Associate,prof-specialty,golf,not-in-family,19/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,19,3,Accura,RSX,2014,94930
282,43,982678,OH,500,1452.27,MALE,MD,farming-fishing,video-games,not-in-family,08/01/2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,19,1,Audi,A5,2007,46800
312,47,646069,OH,1000,1212.07,FEMALE,MD,exec-managerial,polo,wife,01/03/2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,Mercedes,ML350,2000,56320
266,46,331683,OH,2000,1578.54,MALE,Associate,handlers-cleaners,chess,husband,21/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,Nissan,Pathfinder,1996,83490
30,36,364055,IN,500,1488.26,FEMALE,College,machine-op-inspct,golf,wife,28/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,17,3,Saab,95,2008,57900
198,36,521854,IN,1000,1096.39,MALE,High School,armed-forces,kayaking,own-child,26/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,11,3,Audi,A3,2015,49410
290,45,737252,OH,2000,1215.36,MALE,Associate,tech-support,reading,own-child,31/01/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,22,3,Suburu,Impreza,2012,66200
260,46,344480,OH,2000,1482.57,MALE,MD,priv-house-serv,reading,husband,20/02/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,7,1,Toyota,Camry,2005,64080
233,43,898519,OH,1000,954.18,FEMALE,College,tech-support,dancing,other-relative,17/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,17,3,Nissan,Pathfinder,2000,42500
130,30,957816,IL,2000,1193.4,MALE,PhD,exec-managerial,bungie-jumping,own-child,02/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,16,3,Suburu,Legacy,2005,48950
230,42,175960,IN,1000,1023.11,FEMALE,MD,adm-clerical,golf,own-child,06/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,13,3,Accura,MDX,1999,58850
212,40,489618,IL,1000,1524.45,FEMALE,Masters,other-service,golf,husband,11/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,17,3,Nissan,Pathfinder,2006,82400
299,44,717044,OH,1000,1653.32,FEMALE,College,other-service,bungie-jumping,other-relative,25/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,3,1,Suburu,Impreza,2009,54240
91,26,101421,IL,1000,1022.46,FEMALE,Associate,armed-forces,video-games,other-relative,23/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,Jeep,Wrangler,1996,74200
398,53,793948,IL,2000,1396.43,FEMALE,Associate,priv-house-serv,base-jumping,unmarried,29/01/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,16,1,Toyota,Camry,2000,47430
218,43,737483,IL,500,1521.55,FEMALE,Associate,priv-house-serv,polo,other-relative,02/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,Dodge,RAM,2003,68200
152,33,695117,IN,1000,1034.27,FEMALE,JD,armed-forces,exercise,husband,06/02/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,Accura,TL,2014,63900
212,39,167466,OH,1000,1255.35,FEMALE,JD,protective-serv,skydiving,not-in-family,14/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,22,2,Dodge,RAM,2008,59300
242,44,664732,IL,2000,1396.89,FEMALE,College,priv-house-serv,chess,other-relative,04/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,Suburu,Forrestor,1999,66900
80,27,143038,OH,500,795.31,MALE,JD,farming-fishing,skydiving,husband,12/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,16,3,Ford,F150,2000,40810
260,43,979963,IN,500,982.22,FEMALE,JD,exec-managerial,skydiving,not-in-family,12/02/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,18,1,Honda,CRV,2011,75400
133,34,467841,IN,500,1074.07,FEMALE,JD,prof-specialty,bungie-jumping,husband,28/01/2015,Parked Car,?,Minor Damage,None,8,1,Jeep,Wrangler,2013,4200
290,45,219028,OH,1000,1311.3,FEMALE,Associate,machine-op-inspct,chess,wife,10/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,23,3,Ford,F150,2001,52650
322,49,130156,IL,2000,1277.12,FEMALE,PhD,armed-forces,kayaking,own-child,19/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,18,1,Chevrolet,Malibu,2007,42240
228,39,762951,IN,500,1388.62,FEMALE,JD,sales,reading,husband,19/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,10,1,Mercedes,ML350,1995,59490
195,37,376879,IL,1000,1406.52,MALE,MD,tech-support,base-jumping,unmarried,28/01/2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,12,1,Jeep,Wrangler,2002,44200
247,39,599031,IN,500,1558.29,FEMALE,Masters,protective-serv,reading,unmarried,16/02/2015,Vehicle Theft,?,Trivial Damage,Police,5,1,Saab,93,2000,7700
405,57,676255,IN,1000,1132.47,MALE,MD,priv-house-serv,exercise,other-relative,08/01/2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,21,3,Saab,93,2008,61440
144,37,985446,OH,2000,1896.91,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,24/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,17,3,Chevrolet,Silverado,2015,54400
338,47,884180,IL,500,1143.46,MALE,MD,priv-house-serv,polo,other-relative,18/02/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,4,1,Mercedes,E400,2002,58560
121,34,571462,IN,500,1285.42,MALE,MD,priv-house-serv,video-games,wife,21/01/2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,11,1,Dodge,RAM,2000,67300
398,55,815883,OH,2000,1305.26,MALE,MD,farming-fishing,skydiving,wife,08/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,BMW,X5,1998,36740
